year_week,category_en,orders_count,weekly_revenue,avg_order_value,cancellations
2017-W27,art,2,301.11,150.56,0
2017-W27,cds_dvds_musicals,1,244.44,122.22,0
2017-W27,fixed_telephony,3,236.98,59.25,0
2017-W27,industry_commerce_and_business,1,236.12,236.12,0
2017-W27,drinks,1,215.6,215.6,0
2017-W27,home_appliances_2,1,202.48,202.48,0
2017-W27,audio,1,173.36,173.36,0
2017-W27,construction_tools_construction,1,156.92,156.92,0
2017-W27,books_general_interest,1,140.61,140.61,0
2017-W27,food_drink,3,120.86,40.29,0
2017-W27,tablets_printing_image,1,108.44,108.44,0
2017-W27,costruction_tools_garden,1,92.62,92.62,0
2017-W27,food,1,78.68,78.68,0
2017-W27,air_conditioning,1,26.0,26.0,0
2017-W28,bed_bath_table,126,23173.77,166.72,0
2017-W28,computers_accessories,67,16198.53,207.67,1
2017-W28,sports_leisure,81,15799.67,162.88,2
2017-W28,health_beauty,62,11976.03,126.06,0
2017-W28,cool_stuff,61,11003.66,174.66,0
2017-W28,watches_gifts,42,10164.09,225.87,0
2017-W28,furniture_decor,51,7885.16,115.96,0
2017-W28,housewares,44,7316.01,130.64,0
2017-W28,toys,50,6150.72,102.51,0
2017-W28,office_furniture,22,5279.73,170.31,0
2017-W28,baby,32,4568.9,138.45,1
2017-W28,garden_tools,25,4464.59,159.45,0
2017-W28,perfumery,31,4255.36,121.58,0
2017-W28,home_confort,14,4121.1,242.42,0
2017-W28,auto,29,4060.64,116.02,0
2017-W28,electronics,27,3905.07,122.03,0
2017-W28,pet_shop,19,3432.78,114.43,0
2017-W28,musical_instruments,7,3414.26,487.75,0
2017-W28,luggage_accessories,21,3278.11,156.1,0
2017-W28,small_appliances,9,3052.08,305.21,0
2017-W28,furniture_living_room,11,2884.88,192.33,0
2017-W28,fashion_bags_accessories,20,2111.06,91.79,0
2017-W28,stationery,16,1891.15,105.06,2
2017-W28,telephony,24,1777.85,65.85,0
2017-W28,unknown,11,1250.68,52.11,0
2017-W28,agro_industry_and_commerce,1,1199.47,1199.47,0
2017-W28,signaling_and_security,2,813.81,271.27,0
2017-W28,construction_tools_construction,2,764.2,254.73,0
2017-W28,consoles_games,8,753.97,83.77,0
2017-W28,audio,4,548.93,137.23,0
2017-W28,market_place,3,520.77,173.59,0
2017-W28,fashion_shoes,3,378.91,94.73,0
2017-W28,costruction_tools_garden,2,341.76,170.88,0
2017-W28,fashion_male_clothing,5,336.68,42.09,0
2017-W28,kitchen_dining_laundry_garden_furniture,2,197.58,98.79,0
2017-W28,food_drink,2,197.36,98.68,0
2017-W28,home_appliances_2,1,176.36,176.36,0
2017-W28,books_general_interest,1,157.84,157.84,0
2017-W28,home_appliances,3,149.38,49.79,0
2017-W28,la_cuisine,1,147.15,73.58,0
2017-W28,arts_and_craftmanship,1,145.56,145.56,0
2017-W28,air_conditioning,1,144.03,144.03,0
2017-W28,food,1,128.04,128.04,0
2017-W28,art,1,123.79,123.79,0
2017-W28,cds_dvds_musicals,2,122.22,61.11,0
2017-W28,industry_commerce_and_business,1,116.13,116.13,0
2017-W28,dvds_blu_ray,2,76.81,38.41,0
2017-W28,christmas_supplies,1,75.07,75.07,0
2017-W28,fixed_telephony,2,74.86,37.43,0
2017-W28,fashion_underwear_beach,1,71.82,71.82,0
2017-W29,bed_bath_table,135,33798.07,185.7,0
2017-W29,computers_accessories,61,24452.7,287.68,0
2017-W29,garden_tools,70,15766.07,177.15,0
2017-W29,sports_leisure,68,10237.71,134.71,0
2017-W29,office_furniture,22,9318.03,258.83,0
2017-W29,health_beauty,68,9227.08,126.4,0
2017-W29,watches_gifts,40,8713.23,185.39,1
2017-W29,furniture_decor,47,8588.42,138.52,0
2017-W29,cool_stuff,50,8586.92,159.02,0
2017-W29,housewares,46,7266.07,121.1,0
2017-W29,auto,27,6692.94,223.1,0
2017-W29,baby,36,6419.38,164.6,0
2017-W29,perfumery,35,5380.71,134.52,0
2017-W29,toys,39,5305.14,129.39,0
2017-W29,telephony,33,3990.03,110.83,0
2017-W29,electronics,19,3562.99,127.25,0
2017-W29,pet_shop,17,2473.35,123.67,0
2017-W29,home_appliances,13,2114.05,162.62,0
2017-W29,furniture_living_room,4,1865.11,266.44,0
2017-W29,small_appliances,8,1790.79,223.85,1
2017-W29,fashion_bags_accessories,19,1537.88,69.9,0
2017-W29,unknown,16,1503.28,83.52,0
2017-W29,stationery,14,1481.84,105.85,0
2017-W29,luggage_accessories,11,1425.65,129.6,0
2017-W29,consoles_games,9,1249.41,113.58,0
2017-W29,kitchen_dining_laundry_garden_furniture,4,1240.88,206.81,0
2017-W29,home_confort,8,1148.62,114.86,0
2017-W29,air_conditioning,2,1069.77,534.88,0
2017-W29,musical_instruments,5,838.87,139.81,0
2017-W29,books_general_interest,5,716.45,119.41,0
2017-W29,fashion_male_clothing,2,663.38,221.13,0
2017-W29,market_place,2,471.41,235.71,0
2017-W29,fashion_shoes,7,446.26,63.75,0
2017-W29,furniture_bedroom,1,406.65,406.65,0
2017-W29,food,2,294.06,147.03,0
2017-W29,la_cuisine,2,256.9,128.45,0
2017-W29,signaling_and_security,2,223.13,111.56,0
2017-W29,furniture_mattress_and_upholstery,1,178.53,178.53,0
2017-W29,food_drink,2,145.59,48.53,0
2017-W29,costruction_tools_garden,2,142.39,47.46,0
2017-W29,construction_tools_construction,1,140.02,140.02,0
2017-W29,audio,1,115.94,115.94,0
2017-W29,fashio_female_clothing,1,78.7,78.7,0
2017-W29,fashion_sport,1,77.68,77.68,0
2017-W29,fashion_underwear_beach,1,71.82,11.97,0
2017-W29,fixed_telephony,1,37.62,37.62,0
2017-W29,christmas_supplies,1,22.98,22.98,0
2017-W30,bed_bath_table,104,20567.44,169.98,16
2017-W30,sports_leisure,87,16749.1,145.64,2
2017-W30,health_beauty,66,15103.88,218.9,0
2017-W30,furniture_decor,68,14048.04,143.35,0
2017-W30,computers_accessories,72,12462.49,140.03,0
2017-W30,housewares,65,9412.76,103.44,9
2017-W30,watches_gifts,37,9394.17,213.5,0
2017-W30,office_furniture,26,8651.06,247.17,0
2017-W30,cool_stuff,34,7467.95,191.49,0
2017-W30,toys,45,6745.9,146.65,0
2017-W30,baby,23,4694.78,187.79,0
2017-W30,garden_tools,26,4690.37,156.35,1
2017-W30,perfumery,26,4270.55,152.52,0
2017-W30,musical_instruments,10,4044.53,288.9,2
2017-W30,telephony,40,3780.11,72.69,0
2017-W30,auto,26,3500.52,116.68,1
2017-W30,consoles_games,18,3366.55,177.19,0
2017-W30,luggage_accessories,18,2521.69,132.72,0
2017-W30,stationery,21,2479.14,107.79,0
2017-W30,electronics,12,1792.19,119.48,0
2017-W30,pet_shop,12,1584.44,121.88,0
2017-W30,home_confort,5,1352.84,225.47,0
2017-W30,home_appliances,12,1352.59,112.72,0
2017-W30,fashion_bags_accessories,21,1296.59,54.02,0
2017-W30,unknown,14,1019.48,63.72,1
2017-W30,furniture_bedroom,3,857.82,285.94,0
2017-W30,small_appliances,7,832.94,118.99,0
2017-W30,furniture_living_room,6,791.37,131.9,0
2017-W30,kitchen_dining_laundry_garden_furniture,2,698.88,349.44,0
2017-W30,home_appliances_2,3,624.72,208.24,0
2017-W30,fashion_shoes,5,595.94,119.19,1
2017-W30,books_general_interest,3,447.43,149.14,0
2017-W30,construction_tools_lights,1,401.45,401.45,0
2017-W30,food,3,349.39,116.46,0
2017-W30,drinks,1,264.96,132.48,0
2017-W30,home_construction,1,247.6,123.8,0
2017-W30,books_technical,1,223.26,223.26,0
2017-W30,market_place,3,179.04,44.76,0
2017-W30,fashion_underwear_beach,1,170.84,170.84,0
2017-W30,fashion_male_clothing,1,155.63,155.63,0
2017-W30,party_supplies,1,83.41,83.41,0
2017-W30,fashio_female_clothing,1,78.7,78.7,0
2017-W30,fixed_telephony,2,71.87,35.94,0
2017-W30,construction_tools_construction,1,65.47,65.47,0
2017-W30,cds_dvds_musicals,1,54.94,54.94,0
2017-W30,costruction_tools_garden,1,49.76,49.76,0
2017-W30,audio,1,45.0,45.0,0
2017-W30,dvds_blu_ray,1,34.53,34.53,0
2017-W30,signaling_and_security,1,21.75,21.75,0
2017-W31,furniture_decor,80,17070.69,158.06,3
2017-W31,bed_bath_table,82,16080.72,169.27,19
2017-W31,sports_leisure,82,14123.74,156.93,0
2017-W31,auto,38,13255.38,276.15,0
2017-W31,health_beauty,75,12765.29,159.57,0
2017-W31,computers_accessories,77,12566.05,141.19,1
2017-W31,watches_gifts,53,12540.92,228.02,0
2017-W31,cool_stuff,57,11119.62,163.52,0
2017-W31,housewares,65,9416.24,114.83,0
2017-W31,toys,52,6587.86,117.64,0
2017-W31,garden_tools,40,5613.54,122.03,0
2017-W31,baby,30,5483.28,176.88,1
2017-W31,pet_shop,17,4206.92,221.42,0
2017-W31,telephony,37,3547.78,86.53,2
2017-W31,office_furniture,11,3533.4,271.8,0
2017-W31,musical_instruments,6,2609.0,434.83,0
2017-W31,fashion_bags_accessories,20,2221.1,88.84,1
2017-W31,consoles_games,15,2178.95,145.26,0
2017-W31,perfumery,20,2147.98,97.64,0
2017-W31,luggage_accessories,15,2054.39,136.96,0
2017-W31,furniture_living_room,8,1573.07,174.79,0
2017-W31,stationery,15,1346.06,84.13,0
2017-W31,unknown,13,1168.61,77.91,1
2017-W31,home_appliances,5,1161.01,165.86,0
2017-W31,electronics,15,1136.21,71.01,0
2017-W31,home_confort,5,952.68,158.78,0
2017-W31,small_appliances,9,918.9,83.54,0
2017-W31,market_place,5,885.25,126.46,0
2017-W31,home_appliances_2,1,839.4,419.7,0
2017-W31,air_conditioning,4,762.05,190.51,0
2017-W31,books_general_interest,5,527.29,105.46,0
2017-W31,books_technical,2,525.26,262.63,0
2017-W31,fixed_telephony,3,476.75,158.92,0
2017-W31,construction_tools_lights,1,401.45,401.45,0
2017-W31,fashion_shoes,4,375.86,93.97,0
2017-W31,fashion_male_clothing,4,305.52,76.38,0
2017-W31,food,2,210.06,105.03,0
2017-W31,costruction_tools_garden,1,208.6,208.6,0
2017-W31,fashio_female_clothing,2,207.0,103.5,0
2017-W31,la_cuisine,1,155.18,77.59,0
2017-W31,construction_tools_construction,1,152.11,152.11,0
2017-W31,signaling_and_security,1,144.65,144.65,0
2017-W31,food_drink,2,135.89,45.3,0
2017-W31,tablets_printing_image,1,114.44,114.44,0
2017-W31,kitchen_dining_laundry_garden_furniture,2,114.19,38.06,0
2017-W31,audio,2,108.0,36.0,0
2017-W31,fashion_childrens_clothes,1,66.69,66.69,0
2017-W31,dvds_blu_ray,1,42.53,42.53,0
2017-W32,bed_bath_table,115,23281.24,123.84,13
2017-W32,sports_leisure,88,17711.45,167.09,1
2017-W32,cool_stuff,67,15473.01,209.09,0
2017-W32,computers_accessories,65,15205.14,197.47,0
2017-W32,health_beauty,66,14539.72,196.48,0
2017-W32,auto,23,11004.83,440.19,1
2017-W32,furniture_decor,65,10198.88,129.1,0
2017-W32,garden_tools,37,9959.65,199.19,0
2017-W32,housewares,56,8138.09,99.25,0
2017-W32,watches_gifts,38,7224.09,180.6,1
2017-W32,toys,38,5422.92,135.57,0
2017-W32,office_furniture,13,5413.52,284.92,0
2017-W32,baby,22,4571.48,190.48,0
2017-W32,fixed_telephony,4,3934.46,393.45,0
2017-W32,perfumery,20,3819.99,159.17,0
2017-W32,luggage_accessories,20,3399.57,141.65,0
2017-W32,electronics,17,3153.32,157.67,0
2017-W32,pet_shop,16,3031.91,126.33,0
2017-W32,stationery,19,2738.15,119.05,0
2017-W32,telephony,26,2713.6,100.5,0
2017-W32,consoles_games,9,2228.46,185.71,0
2017-W32,fashion_bags_accessories,16,2161.99,102.95,0
2017-W32,home_confort,8,2058.79,205.88,0
2017-W32,books_general_interest,10,1868.27,186.83,1
2017-W32,home_appliances,11,1408.27,128.02,0
2017-W32,unknown,10,1073.95,97.63,0
2017-W32,musical_instruments,3,900.3,150.05,4
2017-W32,market_place,6,758.12,126.35,0
2017-W32,home_appliances_2,3,752.68,250.89,1
2017-W32,small_appliances,6,655.27,109.21,0
2017-W32,fashion_underwear_beach,4,578.51,144.63,0
2017-W32,fashion_shoes,4,522.34,104.47,0
2017-W32,kitchen_dining_laundry_garden_furniture,3,511.31,170.44,0
2017-W32,air_conditioning,3,442.92,110.73,0
2017-W32,furniture_bedroom,2,438.7,219.35,0
2017-W32,furniture_living_room,3,325.06,108.35,0
2017-W32,cds_dvds_musicals,1,244.44,122.22,0
2017-W32,la_cuisine,1,213.06,213.06,0
2017-W32,books_technical,2,209.07,104.53,0
2017-W32,audio,2,194.25,97.13,0
2017-W32,art,2,186.53,93.27,0
2017-W32,construction_tools_construction,1,158.08,158.08,0
2017-W32,small_appliances_home_oven_and_coffee,2,133.86,66.93,0
2017-W32,dvds_blu_ray,3,121.11,40.37,0
2017-W32,signaling_and_security,1,115.04,115.04,0
2017-W32,costruction_tools_garden,1,114.33,114.33,0
2017-W32,fashio_female_clothing,1,72.68,72.68,0
2017-W32,food,2,65.26,9.32,0
2017-W32,fashion_male_clothing,1,64.0,64.0,0
2017-W32,tablets_printing_image,1,30.0,30.0,0
2017-W32,food_drink,1,24.35,24.35,0
2017-W32,drinks,1,21.85,21.85,0
2017-W33,bed_bath_table,125,24703.73,166.92,18
2017-W33,health_beauty,81,16497.57,191.83,0
2017-W33,furniture_decor,82,14762.67,143.33,0
2017-W33,sports_leisure,96,13228.8,121.37,0
2017-W33,computers_accessories,75,12879.49,139.99,0
2017-W33,garden_tools,63,12533.87,171.7,0
2017-W33,cool_stuff,53,11591.49,203.36,2
2017-W33,housewares,53,8300.46,122.07,5
2017-W33,watches_gifts,37,6503.41,151.24,0
2017-W33,baby,30,6135.25,204.51,1
2017-W33,toys,41,6032.79,128.36,1
2017-W33,office_furniture,12,5825.71,364.11,0
2017-W33,auto,35,5239.62,116.44,0
2017-W33,perfumery,30,4904.51,140.13,0
2017-W33,fashion_bags_accessories,30,3086.39,85.73,0
2017-W33,telephony,29,3001.48,96.82,0
2017-W33,musical_instruments,5,2461.89,492.38,0
2017-W33,consoles_games,21,2300.55,109.55,0
2017-W33,stationery,18,2221.01,116.9,0
2017-W33,unknown,13,2179.98,114.74,0
2017-W33,home_appliances_2,7,1635.27,233.61,1
2017-W33,luggage_accessories,10,1584.64,132.05,0
2017-W33,home_appliances,16,1435.76,84.46,0
2017-W33,small_appliances,9,1409.19,140.92,0
2017-W33,air_conditioning,2,1223.26,407.75,0
2017-W33,fashion_male_clothing,3,1092.54,218.51,0
2017-W33,construction_tools_construction,2,1051.52,350.51,0
2017-W33,fixed_telephony,6,973.74,162.29,0
2017-W33,industry_commerce_and_business,2,891.67,445.83,0
2017-W33,pet_shop,8,748.52,93.56,0
2017-W33,audio,2,740.82,370.41,0
2017-W33,kitchen_dining_laundry_garden_furniture,2,645.11,322.56,0
2017-W33,food_drink,3,535.85,107.17,0
2017-W33,fashion_shoes,7,534.17,66.77,0
2017-W33,electronics,8,461.12,57.64,0
2017-W33,furniture_living_room,3,458.47,114.62,0
2017-W33,market_place,5,316.73,63.35,0
2017-W33,fashion_underwear_beach,3,250.6,83.53,0
2017-W33,books_general_interest,2,227.81,113.91,0
2017-W33,home_confort,2,213.06,71.02,0
2017-W33,furniture_mattress_and_upholstery,1,150.97,150.97,0
2017-W33,home_construction,1,141.43,141.43,0
2017-W33,signaling_and_security,1,141.4,141.4,0
2017-W33,drinks,1,126.92,126.92,0
2017-W33,home_comfort_2,1,122.97,122.97,0
2017-W33,fashio_female_clothing,2,104.03,52.02,0
2017-W33,fashion_sport,1,75.07,75.07,0
2017-W33,food,1,35.0,35.0,0
2017-W33,dvds_blu_ray,1,32.5,32.5,0
2017-W34,auto,22,48409.8,1100.22,0
2017-W34,computers_accessories,56,19562.43,235.69,0
2017-W34,furniture_decor,74,16887.25,153.52,0
2017-W34,bed_bath_table,91,13811.46,130.3,15
2017-W34,cool_stuff,46,12690.76,226.62,0
2017-W34,sports_leisure,84,11557.63,122.95,0
2017-W34,health_beauty,76,11027.12,139.58,1
2017-W34,watches_gifts,41,10274.21,209.68,0
2017-W34,baby,31,5338.01,152.51,0
2017-W34,garden_tools,30,5176.65,143.8,1
2017-W34,pet_shop,21,4885.31,187.9,0
2017-W34,perfumery,31,4869.0,131.59,0
2017-W34,housewares,47,4634.3,89.12,0
2017-W34,toys,27,4343.62,144.79,0
2017-W34,air_conditioning,1,3235.68,1617.84,0
2017-W34,telephony,28,2890.19,90.32,0
2017-W34,consoles_games,26,2801.15,90.36,0
2017-W34,costruction_tools_garden,4,2598.41,371.2,0
2017-W34,unknown,19,2456.02,106.78,0
2017-W34,stationery,20,2451.9,116.76,0
2017-W34,fashion_bags_accessories,19,1716.96,90.37,0
2017-W34,luggage_accessories,9,1598.09,145.28,0
2017-W34,office_furniture,6,1473.64,245.61,0
2017-W34,home_appliances_2,4,1187.1,296.77,0
2017-W34,home_confort,4,1168.43,233.69,1
2017-W34,fashion_shoes,2,1154.2,192.37,0
2017-W34,musical_instruments,6,1140.4,190.07,0
2017-W34,small_appliances,6,1062.01,132.75,0
2017-W34,furniture_living_room,6,856.18,122.31,0
2017-W34,market_place,6,718.55,119.76,0
2017-W34,books_technical,3,706.1,235.37,0
2017-W34,electronics,10,547.75,49.8,0
2017-W34,books_general_interest,6,478.2,68.31,0
2017-W34,home_appliances,6,424.04,70.67,0
2017-W34,tablets_printing_image,3,372.1,93.03,0
2017-W34,fashion_male_clothing,4,367.41,45.93,0
2017-W34,food,3,366.61,91.65,0
2017-W34,fashion_underwear_beach,4,303.55,75.89,0
2017-W34,fixed_telephony,1,260.77,260.77,0
2017-W34,food_drink,3,202.73,50.68,0
2017-W34,industry_commerce_and_business,1,152.28,152.28,0
2017-W34,construction_tools_construction,1,117.39,117.39,0
2017-W34,audio,1,103.37,103.37,0
2017-W34,christmas_supplies,1,76.88,76.88,0
2017-W34,art,1,70.53,70.53,0
2017-W34,books_imported,1,70.34,70.34,0
2017-W34,cds_dvds_musicals,1,54.94,54.94,0
2017-W34,signaling_and_security,1,42.38,42.38,0
2017-W34,dvds_blu_ray,1,35.69,35.69,0
2017-W34,construction_tools_safety,1,24.69,24.69,0
2017-W35,computers,43,55443.23,1155.07,0
2017-W35,watches_gifts,57,21676.28,314.15,0
2017-W35,furniture_decor,65,17921.95,165.94,1
2017-W35,bed_bath_table,80,14640.12,150.93,10
2017-W35,housewares,65,13084.59,157.65,0
2017-W35,office_furniture,10,11777.24,692.78,0
2017-W35,sports_leisure,83,11625.48,127.75,2
2017-W35,health_beauty,85,11550.25,126.93,0
2017-W35,garden_tools,50,10749.23,143.32,0
2017-W35,cool_stuff,42,10266.1,218.43,0
2017-W35,baby,35,9718.02,255.74,0
2017-W35,computers_accessories,54,6657.9,102.43,0
2017-W35,toys,37,6355.99,144.45,0
2017-W35,pet_shop,23,5044.16,201.77,0
2017-W35,musical_instruments,11,5003.36,454.85,0
2017-W35,telephony,37,4171.95,112.76,1
2017-W35,consoles_games,30,3355.12,108.23,0
2017-W35,perfumery,27,3022.93,104.24,0
2017-W35,auto,23,2764.33,120.19,0
2017-W35,home_appliances,17,2427.5,142.79,0
2017-W35,unknown,21,2354.04,98.09,0
2017-W35,air_conditioning,3,2245.11,561.28,0
2017-W35,fashion_bags_accessories,16,2162.13,120.12,0
2017-W35,luggage_accessories,11,1743.81,158.53,0
2017-W35,home_confort,9,1667.99,185.33,0
2017-W35,small_appliances,6,1666.64,277.77,0
2017-W35,books_general_interest,10,994.96,99.5,0
2017-W35,stationery,9,971.87,97.19,0
2017-W35,agro_industry_and_commerce,1,898.4,224.6,0
2017-W35,electronics,14,736.75,52.63,0
2017-W35,construction_tools_construction,2,642.77,321.38,0
2017-W35,furniture_living_room,3,509.82,169.94,0
2017-W35,furniture_mattress_and_upholstery,1,482.69,482.69,0
2017-W35,market_place,3,455.71,151.9,0
2017-W35,home_appliances_2,2,384.03,192.01,0
2017-W35,fashion_sport,1,314.37,314.37,0
2017-W35,food_drink,3,277.46,69.36,0
2017-W35,construction_tools_lights,1,269.53,269.53,0
2017-W35,furniture_bedroom,1,263.66,263.66,0
2017-W35,books_technical,3,242.17,80.72,0
2017-W35,fashion_shoes,2,201.25,100.63,0
2017-W35,fashion_underwear_beach,2,176.21,88.11,0
2017-W35,kitchen_dining_laundry_garden_furniture,2,165.9,82.95,0
2017-W35,la_cuisine,1,160.46,160.46,0
2017-W35,costruction_tools_garden,2,124.83,62.41,0
2017-W35,tablets_printing_image,1,124.51,124.51,0
2017-W35,home_comfort_2,1,99.0,49.5,0
2017-W35,fashion_male_clothing,1,81.89,40.95,0
2017-W35,fixed_telephony,2,78.18,39.09,0
2017-W35,books_imported,1,70.34,70.34,0
2017-W35,fashio_female_clothing,1,62.1,62.1,0
2017-W35,art,1,60.0,60.0,0
2017-W35,dvds_blu_ray,1,45.53,22.77,0
2017-W36,computers,15,19258.36,917.06,0
2017-W36,sports_leisure,80,17290.12,196.48,0
2017-W36,health_beauty,81,17270.4,198.51,0
2017-W36,bed_bath_table,86,14066.45,130.24,0
2017-W36,furniture_decor,70,13070.24,140.54,0
2017-W36,watches_gifts,52,10116.08,163.16,0
2017-W36,telephony,49,9482.13,175.59,0
2017-W36,cool_stuff,42,7700.99,179.09,0
2017-W36,toys,47,7661.82,134.42,1
2017-W36,computers_accessories,54,7537.88,121.58,0
2017-W36,garden_tools,43,6806.63,136.13,0
2017-W36,housewares,42,6740.97,120.37,0
2017-W36,perfumery,28,5928.25,156.01,0
2017-W36,baby,31,4823.69,146.17,0
2017-W36,office_furniture,8,4541.97,412.91,0
2017-W36,auto,18,4274.21,224.96,0
2017-W36,fashion_bags_accessories,18,3638.39,151.6,0
2017-W36,home_confort,1,2769.4,553.88,0
2017-W36,consoles_games,14,2735.51,151.97,0
2017-W36,unknown,14,2638.24,114.71,0
2017-W36,pet_shop,18,2490.18,113.19,0
2017-W36,stationery,17,2434.15,128.11,0
2017-W36,construction_tools_construction,3,1869.65,373.93,0
2017-W36,musical_instruments,4,1374.82,343.7,0
2017-W36,home_appliances_2,3,1289.53,429.84,0
2017-W36,electronics,11,1039.74,79.98,0
2017-W36,luggage_accessories,9,954.42,79.53,0
2017-W36,costruction_tools_tools,2,939.3,469.65,0
2017-W36,fashion_male_clothing,2,857.61,122.52,0
2017-W36,small_appliances,5,831.86,138.64,1
2017-W36,small_appliances_home_oven_and_coffee,1,673.47,673.47,0
2017-W36,home_appliances,1,670.3,670.3,0
2017-W36,air_conditioning,4,554.84,138.71,1
2017-W36,audio,3,447.04,111.76,0
2017-W36,agro_industry_and_commerce,1,418.04,418.04,0
2017-W36,furniture_living_room,3,399.29,133.1,0
2017-W36,art,1,317.85,317.85,0
2017-W36,books_general_interest,4,189.88,47.47,0
2017-W36,fashion_underwear_beach,2,176.1,88.05,0
2017-W36,drinks,2,140.14,46.71,0
2017-W36,market_place,2,130.99,65.5,0
2017-W36,home_construction,1,129.86,129.86,0
2017-W36,furniture_bedroom,1,108.98,108.98,0
2017-W36,food,1,73.13,73.13,0
2017-W36,christmas_supplies,1,71.27,71.27,0
2017-W36,food_drink,1,54.6,54.6,0
2017-W36,fashion_shoes,1,53.28,53.28,0
2017-W36,tablets_printing_image,1,51.0,51.0,0
2017-W36,home_comfort_2,1,29.69,29.69,0
2017-W37,computers_accessories,56,26218.31,344.98,0
2017-W37,bed_bath_table,147,24698.3,145.28,0
2017-W37,health_beauty,100,18563.37,168.76,0
2017-W37,sports_leisure,116,15344.22,118.95,0
2017-W37,furniture_decor,66,14679.69,181.23,1
2017-W37,watches_gifts,64,13448.78,203.77,1
2017-W37,garden_tools,51,11003.49,174.66,0
2017-W37,cool_stuff,48,10860.46,212.95,1
2017-W37,baby,47,10006.7,200.13,0
2017-W37,fashion_bags_accessories,31,9514.66,211.44,0
2017-W37,toys,69,9057.06,119.17,0
2017-W37,computers,6,8551.36,1425.23,0
2017-W37,housewares,69,8154.99,98.25,0
2017-W37,small_appliances,15,7833.7,522.25,1
2017-W37,telephony,43,7160.37,149.17,0
2017-W37,pet_shop,12,6083.55,337.98,0
2017-W37,perfumery,39,4965.66,90.28,0
2017-W37,home_construction,5,2581.37,368.77,0
2017-W37,unknown,22,2488.95,108.22,1
2017-W37,auto,22,2339.52,106.34,0
2017-W37,home_confort,5,2215.89,369.31,0
2017-W37,stationery,16,2108.22,110.96,1
2017-W37,construction_tools_safety,2,2040.03,680.01,0
2017-W37,electronics,17,1927.38,107.08,0
2017-W37,musical_instruments,6,1891.76,210.2,0
2017-W37,luggage_accessories,10,1700.2,170.02,0
2017-W37,office_furniture,8,1672.83,209.1,0
2017-W37,consoles_games,11,1444.58,131.33,0
2017-W37,fashion_shoes,8,1218.33,135.37,0
2017-W37,fashion_underwear_beach,5,1191.5,198.58,0
2017-W37,food,3,997.13,142.45,0
2017-W37,agro_industry_and_commerce,1,854.33,854.33,0
2017-W37,books_technical,6,728.08,121.35,0
2017-W37,party_supplies,1,606.4,303.2,0
2017-W37,books_general_interest,5,526.77,87.8,0
2017-W37,christmas_supplies,2,397.15,132.38,0
2017-W37,air_conditioning,2,378.3,189.15,0
2017-W37,market_place,4,352.35,58.72,0
2017-W37,furniture_living_room,4,333.98,83.5,0
2017-W37,kitchen_dining_laundry_garden_furniture,2,332.51,166.25,0
2017-W37,fashion_male_clothing,3,328.13,109.38,0
2017-W37,fashio_female_clothing,1,304.32,152.16,0
2017-W37,drinks,4,291.01,72.75,1
2017-W37,construction_tools_lights,1,258.98,258.98,0
2017-W37,audio,2,242.44,121.22,0
2017-W37,construction_tools_construction,3,185.03,61.68,0
2017-W37,signaling_and_security,2,183.73,91.87,0
2017-W37,furniture_mattress_and_upholstery,1,133.82,133.82,0
2017-W37,industry_commerce_and_business,1,126.2,126.2,0
2017-W37,security_and_services,1,115.45,115.45,0
2017-W37,tablets_printing_image,1,114.44,114.44,0
2017-W37,cine_photo,1,102.84,102.84,0
2017-W37,food_drink,2,74.63,37.31,0
2017-W37,books_imported,1,72.34,72.34,0
2017-W38,sports_leisure,105,24755.89,198.05,0
2017-W38,bed_bath_table,127,23266.99,145.42,0
2017-W38,health_beauty,78,14667.39,161.18,0
2017-W38,furniture_decor,64,13898.02,151.07,0
2017-W38,toys,71,12547.01,147.61,1
2017-W38,office_furniture,12,12213.42,200.22,0
2017-W38,watches_gifts,65,11753.19,170.34,0
2017-W38,cool_stuff,44,11620.16,247.24,1
2017-W38,computers_accessories,48,11193.62,192.99,0
2017-W38,garden_tools,36,9904.87,210.74,0
2017-W38,perfumery,37,5448.58,126.71,0
2017-W38,housewares,48,4981.11,97.67,0
2017-W38,baby,32,4742.82,118.57,0
2017-W38,auto,27,3545.35,114.37,0
2017-W38,telephony,24,2961.69,118.47,0
2017-W38,fashion_bags_accessories,27,2920.56,94.21,0
2017-W38,home_confort,12,2461.19,189.32,0
2017-W38,pet_shop,17,2349.57,123.66,0
2017-W38,unknown,10,2256.58,188.05,0
2017-W38,consoles_games,4,1726.51,431.63,1
2017-W38,agro_industry_and_commerce,1,1694.64,847.32,0
2017-W38,stationery,16,1524.95,95.31,0
2017-W38,computers,1,1391.89,1391.89,0
2017-W38,luggage_accessories,12,1311.24,100.86,0
2017-W38,furniture_bedroom,1,1255.32,627.66,0
2017-W38,electronics,15,1179.83,78.66,0
2017-W38,food_drink,2,932.52,186.5,0
2017-W38,fashion_underwear_beach,6,849.42,70.78,0
2017-W38,food,7,684.92,97.85,0
2017-W38,home_appliances_2,3,682.09,227.36,0
2017-W38,signaling_and_security,2,596.31,99.39,0
2017-W38,small_appliances,3,588.1,196.03,0
2017-W38,musical_instruments,4,489.51,122.38,0
2017-W38,construction_tools_safety,1,452.98,452.98,0
2017-W38,market_place,2,398.64,199.32,0
2017-W38,books_imported,1,369.76,184.88,0
