year_week,category_en,orders_count,weekly_revenue,avg_order_value,cancellations,rolling_mean,rolling_std,rolling_median,upper_bound,lower_bound,z_score,is_anomaly,revenue_at_risk
2018-W13,consoles_games,9,5689.09,568.91,0,2642.78,1147.94,2888.12,4938.66,346.9,2.65,True,0.0
2018-W14,consoles_games,12,1817.17,129.8,0,3191.14,1429.37,3263.74,6049.88,332.4,-0.96,False,0.0
2018-W15,consoles_games,14,3805.29,211.41,5,3009.98,1508.13,2888.12,6026.25,0.0,0.53,False,0.0
2018-W16,consoles_games,9,2114.73,234.97,0,3061.64,1530.01,2888.12,6121.67,1.62,-0.62,False,0.0
2018-W17,consoles_games,6,1000.63,166.77,0,2777.56,1457.98,2314.96,5693.51,0.0,-1.22,False,0.0
2018-W18,consoles_games,9,4451.31,296.75,0,2588.24,1589.33,2052.63,5766.9,0.0,1.17,False,0.0
2018-W19,consoles_games,11,2438.93,174.21,0,2737.02,1712.27,2052.63,6161.56,0.0,-0.17,False,0.0
2018-W20,consoles_games,13,4710.14,261.67,0,2913.46,1578.43,2276.83,6070.33,0.0,1.14,False,0.0
2018-W21,consoles_games,3,238.68,59.67,0,3253.41,1642.82,3122.11,6539.04,0.0,-1.84,False,0.0
2018-W22,consoles_games,9,1678.97,152.63,0,2572.11,1618.4,2276.83,5808.92,0.0,-0.55,False,0.0
2018-W23,consoles_games,4,6878.07,1375.61,0,2554.84,1628.32,2276.83,5811.48,0.0,2.66,True,0.0
2018-W24,consoles_games,13,1115.16,85.78,0,2938.93,2220.25,2276.83,7379.43,0.0,-0.82,False,0.0
2018-W25,consoles_games,8,1492.4,165.82,0,2813.99,2299.95,2058.95,7413.89,0.0,-0.57,False,0.0
2018-W26,consoles_games,18,1835.25,96.59,0,2875.46,2250.6,2058.95,7376.66,0.0,-0.46,False,0.0
2018-W27,consoles_games,11,2365.58,215.05,0,2548.45,2177.8,1757.11,6904.05,0.0,-0.08,False,0.0
2018-W28,consoles_games,7,1384.14,197.73,0,2539.28,2178.48,1757.11,6896.25,0.0,-0.53,False,0.0
2018-W29,consoles_games,10,1361.47,113.46,0,2123.53,2016.34,1585.68,6156.22,0.0,-0.38,False,0.0
2018-W30,consoles_games,12,2494.61,207.88,0,2263.88,1902.25,1585.68,6068.39,0.0,0.12,False,0.0
2018-W31,consoles_games,8,1631.03,203.88,0,2365.84,1888.23,1663.82,6142.3,0.0,-0.39,False,0.0
2018-W32,consoles_games,18,3145.65,142.98,1,1709.96,492.25,1561.72,2694.45,725.46,2.92,True,0.0
2018-W33,consoles_games,18,2244.2,89.77,0,1963.77,642.34,1733.14,3248.45,679.08,0.44,False,0.0
2018-W34,consoles_games,12,1039.79,86.65,0,2057.74,618.07,2039.72,3293.88,821.61,-1.65,False,0.0
2018-W35,consoles_games,2,136.62,68.31,0,1958.31,715.31,1937.61,3388.93,527.69,-2.55,True,391.07
2017-W05,construction_tools_construction,2,506.03,253.01,0,,,,,,,False,
2017-W06,construction_tools_construction,1,171.03,171.03,0,,,,,,,False,
2017-W07,construction_tools_construction,1,56.96,56.96,0,,,,,,,False,
2017-W09,construction_tools_construction,3,768.73,256.24,0,,,,,,,False,
2017-W11,construction_tools_construction,1,126.69,126.69,1,375.69,324.01,338.53,1023.7,0.0,-0.77,False,0.0
2017-W22,construction_tools_construction,1,149.4,149.4,0,325.89,301.89,171.03,929.66,0.0,-0.58,False,0.0
2017-W23,construction_tools_construction,1,569.58,189.86,0,296.47,279.46,160.22,855.4,0.0,0.98,False,0.0
2017-W24,construction_tools_construction,2,550.2,137.55,0,335.49,275.21,171.03,885.9,0.0,0.78,False,0.0
2017-W26,construction_tools_construction,1,132.02,132.02,0,362.33,265.86,338.53,894.05,0.0,-0.87,False,0.0
2017-W27,construction_tools_construction,1,156.92,156.92,0,315.58,269.83,160.22,855.25,0.0,-0.59,False,0.0
2017-W28,construction_tools_construction,2,764.2,254.73,0,313.81,270.96,153.16,855.73,0.0,1.66,False,0.0
2017-W29,construction_tools_construction,1,140.02,140.02,0,402.22,289.9,353.56,982.01,0.0,-0.9,False,0.0
2017-W30,construction_tools_construction,1,65.47,65.47,0,323.63,260.02,153.16,843.68,0.0,-0.99,False,0.0
2017-W31,construction_tools_construction,1,152.11,152.11,0,315.98,267.44,153.16,850.86,0.0,-0.61,False,0.0
2017-W32,construction_tools_construction,1,158.08,158.08,0,316.32,267.2,154.51,850.72,0.0,-0.59,False,0.0
2017-W33,construction_tools_construction,2,1051.52,350.51,0,264.88,250.57,154.51,766.03,0.0,3.14,True,0.0
2017-W34,construction_tools_construction,1,117.39,117.39,0,327.54,367.52,154.51,1062.58,0.0,-0.57,False,0.0
2017-W35,construction_tools_construction,2,642.77,321.38,0,325.71,368.67,154.51,1063.05,0.0,0.86,False,0.0
2017-W36,construction_tools_construction,3,1869.65,373.93,0,386.44,376.82,155.1,1140.08,0.0,3.94,True,0.0
2017-W37,construction_tools_construction,3,185.03,61.68,0,524.63,643.47,155.1,1811.57,0.0,-0.53,False,0.0
2017-W39,construction_tools_construction,1,180.0,90.0,0,530.25,639.81,171.56,1809.88,0.0,-0.55,False,0.0
2017-W40,construction_tools_construction,5,589.57,117.91,0,544.57,629.12,182.52,1802.81,0.0,0.07,False,0.0
2017-W41,construction_tools_construction,6,2778.8,396.97,0,599.25,608.82,387.3,1816.89,0.0,3.58,True,0.0
2017-W42,construction_tools_construction,1,86.67,86.67,0,926.84,948.07,616.17,2822.99,0.0,-0.89,False,0.0
2017-W44,construction_tools_construction,4,1409.84,201.41,0,806.23,990.37,387.3,2786.98,0.0,0.61,False,0.0
2017-W45,construction_tools_construction,4,443.02,88.6,0,967.79,967.09,616.17,2901.98,0.0,-0.54,False,0.0
2017-W46,construction_tools_construction,6,5658.46,435.27,0,942.82,979.19,516.3,2901.2,0.0,4.82,True,0.0
2017-W47,construction_tools_construction,18,3930.62,206.87,0,1416.42,1938.17,516.3,5292.76,0.0,1.3,False,0.0
2017-W48,construction_tools_construction,13,4033.97,237.29,0,1884.62,2047.53,999.7,5979.68,0.0,1.05,False,0.0
2017-W49,construction_tools_construction,5,2640.86,440.14,0,2366.37,2042.55,2094.32,6451.46,0.0,0.13,False,0.0
2017-W50,construction_tools_construction,5,956.01,119.5,0,2622.78,1912.23,2709.83,6447.24,0.0,-0.87,False,0.0
2017-W51,construction_tools_construction,2,191.83,95.91,0,2394.93,1997.67,2025.35,6390.27,0.0,-1.1,False,0.0
2017-W52,construction_tools_construction,4,3124.2,624.84,0,2408.08,1980.58,2025.35,6369.25,0.0,0.36,False,0.0
2018-W01,construction_tools_construction,10,4855.67,373.51,0,2622.37,1949.65,2882.53,6521.68,0.0,1.15,False,0.0
2018-W02,construction_tools_construction,6,2976.04,372.0,0,3173.95,1867.47,3527.41,6908.89,0.0,-0.11,False,0.0
2018-W03,construction_tools_construction,9,1706.83,189.65,0,2838.65,1575.67,3050.12,5989.98,0.0,-0.72,False,0.0
2018-W04,construction_tools_construction,8,3941.63,358.33,0,2560.68,1551.48,2808.45,5663.63,0.0,0.89,False,0.0
2018-W05,construction_tools_construction,15,2908.37,138.49,0,2549.13,1539.24,2808.45,5627.62,0.0,0.23,False,0.0
2018-W06,construction_tools_construction,14,4993.33,249.67,0,2582.57,1544.42,2942.2,5671.41,0.0,1.56,False,0.0
2018-W07,construction_tools_construction,8,1682.48,210.31,1,3087.24,1595.76,3050.12,6278.76,0.0,-0.88,False,0.0
2018-W08,construction_tools_construction,17,3970.57,233.56,0,3273.57,1261.37,3050.12,5796.31,750.83,0.55,False,0.0
2018-W09,construction_tools_construction,17,9712.93,346.89,0,3379.36,1282.37,3458.84,5944.11,814.62,4.94,True,0.0
2018-W10,construction_tools_construction,7,952.06,119.01,0,3986.52,2577.28,3458.84,9141.09,0.0,-1.18,False,0.0
2018-W11,construction_tools_construction,12,3639.3,279.95,0,3733.52,2781.87,3425.0,9297.26,0.0,-0.03,False,0.0
2018-W12,construction_tools_construction,16,4187.21,174.47,0,3975.08,2662.07,3790.46,9299.22,0.0,0.08,False,0.0
2018-W13,construction_tools_construction,10,5236.2,374.01,0,4005.78,2663.04,3804.94,9331.86,0.0,0.46,False,0.0
2018-W14,construction_tools_construction,16,8139.9,370.0,0,4296.76,2653.16,4078.89,9603.08,0.0,1.45,False,0.0
2018-W15,construction_tools_construction,16,4796.71,208.55,0,4690.08,2983.81,4078.89,10657.69,0.0,0.04,False,0.0
2018-W16,construction_tools_construction,24,3917.32,156.69,0,5079.36,2727.51,4491.96,10534.38,0.0,-0.43,False,0.0
2018-W17,construction_tools_construction,16,3807.38,200.39,0,5072.7,2730.66,4491.96,10534.03,0.0,-0.46,False,0.0
2018-W18,construction_tools_construction,15,3715.75,232.23,0,4334.51,1996.62,4052.27,8327.76,341.26,-0.31,False,0.0
2018-W19,construction_tools_construction,30,23933.38,451.57,0,4679.97,1506.78,4052.27,7693.53,1666.41,12.78,True,0.0
2018-W20,construction_tools_construction,21,4085.41,145.91,0,7216.73,6907.78,4491.96,21032.3,0.0,-0.45,False,0.0
2018-W21,construction_tools_construction,16,4988.54,262.55,0,7204.01,6914.25,4441.06,21032.51,0.0,-0.32,False,0.0
2018-W22,construction_tools_construction,16,3046.81,169.27,0,7173.05,6924.87,4441.06,21022.78,0.0,-0.6,False,0.0
2018-W23,construction_tools_construction,21,2872.19,136.77,0,6536.41,7056.15,4001.36,20648.72,0.0,-0.52,False,0.0
2018-W24,construction_tools_construction,27,9693.71,346.2,0,6295.85,7156.04,3862.35,20607.92,0.0,0.47,False,0.0
2018-W25,construction_tools_construction,28,6258.15,189.64,0,7017.9,7173.16,3946.4,21364.21,0.0,-0.11,False,0.0
2018-W26,construction_tools_construction,28,7421.87,239.42,0,7324.24,7068.02,4536.98,21460.28,0.0,0.01,False,0.0
2018-W27,construction_tools_construction,18,4925.69,246.28,0,7787.51,6917.57,5623.34,21622.65,0.0,-0.41,False,0.0
2018-W28,construction_tools_construction,15,2401.14,160.08,0,5411.55,2308.65,4957.12,10028.84,794.25,-1.3,False,0.0
2018-W29,construction_tools_construction,22,5511.65,190.06,0,5201.01,2514.48,4957.12,10229.98,172.05,0.12,False,0.0
2018-W30,construction_tools_construction,28,8564.0,231.46,0,5266.4,2514.97,5218.67,10296.34,236.46,1.31,False,0.0
2018-W31,construction_tools_construction,35,4348.74,111.51,0,5956.05,2575.1,5884.9,11106.26,805.84,-0.62,False,0.0
2018-W32,construction_tools_construction,27,17285.62,443.22,0,6140.62,2367.0,5884.9,10874.62,1406.62,4.71,True,0.0
2018-W33,construction_tools_construction,40,13562.05,222.33,0,7089.61,4529.28,5884.9,16148.17,0.0,1.43,False,0.0
2018-W34,construction_tools_construction,31,10167.78,247.99,0,8002.59,5044.57,6466.76,18091.73,0.0,0.43,False,0.0
2018-W35,construction_tools_construction,1,33.33,33.33,0,8345.83,5092.6,7037.82,18531.03,0.0,-1.63,False,0.0
2017-W30,construction_tools_lights,1,401.45,401.45,0,,,,,,,False,
2017-W31,construction_tools_lights,1,401.45,401.45,0,,,,,,,False,
2017-W35,construction_tools_lights,1,269.53,269.53,0,,,,,,,False,
2017-W37,construction_tools_lights,1,258.98,258.98,0,,,,,,,False,
2017-W41,construction_tools_lights,1,319.9,319.9,0,332.85,79.33,335.49,491.51,174.2,-0.16,False,0.0
2017-W44,construction_tools_lights,2,643.69,321.85,0,330.26,68.94,319.9,468.15,192.38,4.55,True,0.0
2017-W45,construction_tools_lights,1,312.49,312.49,0,382.5,142.04,360.67,666.58,98.42,-0.49,False,0.0
2017-W46,construction_tools_lights,1,133.54,66.77,0,372.5,132.34,319.9,637.17,107.83,-1.81,False,0.0
2017-W47,construction_tools_lights,4,1178.12,294.53,0,342.63,148.82,316.2,640.28,44.98,5.61,True,0.0
2017-W48,construction_tools_lights,2,737.11,368.56,0,439.71,332.57,316.2,1104.85,0.0,0.89,False,0.0
2017-W49,construction_tools_lights,1,1048.64,1048.64,0,481.67,347.88,316.2,1177.42,0.0,1.63,False,0.0
2017-W52,construction_tools_lights,1,786.82,786.82,0,579.06,386.87,481.8,1352.81,0.0,0.54,False,0.0
2018-W02,construction_tools_lights,2,560.24,280.12,0,645.04,369.09,690.4,1383.22,0.0,-0.23,False,0.0
2018-W03,construction_tools_lights,3,2487.43,621.86,0,675.08,348.02,690.4,1371.13,0.0,5.21,True,0.0
2018-W05,construction_tools_lights,2,461.7,230.85,0,905.55,727.67,761.96,2360.89,0.0,-0.61,False,0.0
2018-W06,construction_tools_lights,1,138.09,138.09,0,924.2,712.04,761.96,2348.29,0.0,-1.1,False,0.0
2018-W07,construction_tools_lights,2,1640.82,410.2,0,924.77,711.32,761.96,2347.42,0.0,1.01,False,0.0
2018-W08,construction_tools_lights,2,1829.13,261.3,0,982.61,752.49,761.96,2487.58,0.0,1.12,False,0.0
2018-W09,construction_tools_lights,4,1024.71,204.94,0,1119.11,799.19,917.73,2717.49,0.0,-0.12,False,0.0
2018-W10,construction_tools_lights,2,595.83,198.61,0,1116.12,799.53,905.77,2715.19,0.0,-0.65,False,0.0
2018-W11,construction_tools_lights,3,746.42,248.81,0,1092.24,813.5,810.27,2719.25,0.0,-0.43,False,0.0
2018-W12,construction_tools_lights,3,909.37,303.12,0,1115.52,798.64,885.56,2712.79,0.0,-0.26,False,0.0
2018-W13,construction_tools_lights,3,690.3,230.1,0,918.26,574.93,827.9,2068.11,0.0,-0.4,False,0.0
2018-W14,construction_tools_lights,3,377.95,125.98,0,946.83,554.3,827.9,2055.44,0.0,-1.03,False,0.0
2018-W15,construction_tools_lights,12,3734.71,219.69,0,976.82,508.94,827.9,1994.7,0.0,5.42,True,0.0
2018-W16,construction_tools_lights,12,2390.11,183.85,0,1238.55,1097.41,827.9,3433.37,0.0,1.05,False,0.0
2018-W17,construction_tools_lights,7,1199.94,171.42,0,1308.68,1156.85,827.9,3622.38,0.0,-0.09,False,0.0
2018-W18,construction_tools_lights,6,1072.52,153.22,0,1330.58,1152.36,827.9,3635.29,0.0,-0.22,False,0.0
2018-W19,construction_tools_lights,6,6061.47,432.96,2,1390.16,1120.83,990.94,3631.83,0.0,4.17,True,0.0
2018-W20,construction_tools_lights,17,2485.44,124.27,0,2054.55,1951.9,1136.23,5958.34,0.0,0.22,False,0.0
2018-W21,construction_tools_lights,3,354.6,118.2,0,2251.56,1898.61,1795.02,6048.77,0.0,-1.0,False,0.0
2018-W22,construction_tools_lights,7,1482.79,211.83,0,2209.59,1941.28,1795.02,6092.14,0.0,-0.37,False,0.0
2018-W23,construction_tools_lights,9,1702.64,154.79,0,2347.7,1828.37,1936.45,6004.44,0.0,-0.35,False,0.0
2018-W24,construction_tools_lights,4,757.86,126.31,0,2093.69,1747.52,1592.72,5588.73,0.0,-0.76,False,0.0
2018-W25,construction_tools_lights,8,2605.5,186.11,0,1889.66,1802.39,1341.36,5494.44,0.0,0.4,False,0.0
2018-W26,construction_tools_lights,10,1428.66,142.87,0,2065.35,1794.04,1592.72,5653.43,0.0,-0.35,False,0.0
2018-W27,construction_tools_lights,5,1332.15,222.03,0,2109.87,1770.14,1592.72,5650.16,0.0,-0.44,False,0.0
2018-W28,construction_tools_lights,5,641.92,106.99,0,1518.7,767.91,1455.72,3054.52,0.0,-1.14,False,0.0
2018-W29,construction_tools_lights,16,5851.9,225.07,0,1288.27,710.85,1380.41,2709.96,0.0,6.42,True,0.0
2018-W30,construction_tools_lights,9,1804.46,150.37,0,1975.43,1678.21,1455.72,5331.84,0.0,-0.1,False,0.0
2018-W31,construction_tools_lights,13,3668.23,262.02,0,2015.64,1668.54,1565.65,5352.72,0.0,0.99,False,0.0
2018-W32,construction_tools_lights,25,8092.71,269.76,0,2261.34,1758.18,1616.56,5777.69,0.0,3.32,True,0.0
2018-W33,construction_tools_lights,10,2180.14,181.68,0,3178.19,2581.75,2204.98,8341.68,0.0,-0.39,False,0.0
2018-W34,construction_tools_lights,9,2162.54,196.59,0,3125.02,2599.54,1992.3,8324.11,0.0,-0.37,False,0.0
2018-W35,construction_tools_lights,1,38.37,38.37,0,3216.76,2543.47,2171.34,8303.7,0.0,-1.25,False,0.0
2017-W07,construction_tools_safety,1,396.86,396.86,0,,,,,,,False,
2017-W10,construction_tools_safety,1,208.17,208.17,0,,,,,,,False,
2017-W11,construction_tools_safety,1,217.59,217.59,0,,,,,,,False,
2017-W34,construction_tools_safety,1,24.69,24.69,0,,,,,,,False,
2017-W37,construction_tools_safety,2,2040.03,680.01,0,211.83,151.99,212.88,515.81,0.0,12.03,True,0.0
2017-W38,construction_tools_safety,1,452.98,452.98,0,577.47,828.12,217.59,2233.72,0.0,-0.15,False,0.0
2017-W39,construction_tools_safety,2,728.45,364.23,0,556.72,742.44,307.23,2041.6,0.0,0.23,False,0.0
2017-W40,construction_tools_safety,4,2992.4,427.49,0,581.25,680.85,396.86,1942.96,0.0,3.54,True,0.0
2017-W42,construction_tools_safety,3,557.19,185.73,0,882.65,1060.21,424.92,3003.06,0.0,-0.31,False,0.0
2017-W43,construction_tools_safety,1,212.8,212.8,0,902.69,1051.19,505.08,3005.07,0.0,-0.66,False,0.0
2017-W44,construction_tools_safety,3,366.27,122.09,0,903.27,1050.75,505.08,3004.77,0.0,-0.51,False,0.0
2017-W45,construction_tools_safety,3,670.77,223.59,0,921.85,1038.13,505.08,2998.12,0.0,-0.24,False,0.0
2017-W46,construction_tools_safety,3,1411.44,470.48,0,1002.61,981.98,613.98,2966.57,0.0,0.42,False,0.0
2017-W47,construction_tools_safety,3,2733.92,546.78,0,924.04,909.59,613.98,2743.22,0.0,1.99,False,0.0
2017-W48,construction_tools_safety,2,256.17,85.39,0,1209.16,1081.99,699.61,3373.14,0.0,-0.88,False,0.0
2017-W49,construction_tools_safety,2,647.97,323.99,0,1150.12,1124.04,613.98,3398.19,0.0,-0.45,False,0.0
2017-W50,construction_tools_safety,1,396.35,396.35,0,857.07,846.45,602.58,2549.96,0.0,-0.54,False,0.0
2017-W51,construction_tools_safety,3,266.72,88.91,0,836.96,856.44,522.16,2549.84,0.0,-0.67,False,0.0
2018-W02,construction_tools_safety,4,1994.98,332.5,0,843.7,851.02,522.16,2545.74,0.0,1.35,False,0.0
2018-W03,construction_tools_safety,2,579.78,289.89,0,1047.29,913.04,659.37,2873.38,0.0,-0.51,False,0.0
2018-W04,construction_tools_safety,2,936.38,468.19,0,1035.92,918.95,613.88,2873.82,0.0,-0.11,False,0.0
2018-W05,construction_tools_safety,3,1765.33,588.44,0,976.53,906.48,613.88,2789.5,0.0,0.87,False,0.0
2018-W06,construction_tools_safety,2,3370.96,1685.48,0,855.46,672.79,613.88,2201.04,0.0,3.74,True,0.0
2018-W07,construction_tools_safety,1,416.48,416.48,0,1244.81,1063.98,792.18,3372.77,0.0,-0.78,False,0.0
2018-W08,construction_tools_safety,1,406.67,203.34,0,1215.87,1085.46,758.08,3386.79,0.0,-0.75,False,0.0
2018-W09,construction_tools_safety,4,823.07,164.61,0,1217.16,1084.35,758.08,3385.87,0.0,-0.36,False,0.0
2018-W10,construction_tools_safety,3,974.78,324.93,0,1286.71,1031.23,879.72,3349.16,0.0,-0.3,False,0.0
2018-W11,construction_tools_safety,2,1714.85,857.42,0,1159.18,993.52,879.72,3146.22,0.0,0.56,False,0.0
2018-W12,construction_tools_safety,1,1866.6,311.1,0,1301.06,979.91,955.58,3260.89,0.0,0.58,False,0.0
2018-W13,construction_tools_safety,4,10231.54,1278.94,0,1417.34,985.63,1344.82,3388.6,0.0,8.94,True,0.0
2018-W14,construction_tools_safety,9,968.9,107.66,0,2475.62,3282.2,1344.82,9040.01,0.0,-0.46,False,0.0
2018-W15,construction_tools_safety,1,106.56,106.56,0,2175.36,3298.42,971.84,8772.2,0.0,-0.63,False,0.0
2018-W16,construction_tools_safety,5,881.92,176.38,0,2136.62,3323.75,971.84,8784.12,0.0,-0.38,False,0.0
2018-W17,construction_tools_safety,6,816.22,116.6,0,2196.03,3292.51,971.84,8781.06,0.0,-0.42,False,0.0
2018-W18,construction_tools_safety,4,1608.84,321.77,0,2195.17,3292.92,971.84,8781.02,0.0,-0.18,False,0.0
2018-W19,construction_tools_safety,8,5088.74,424.06,4,2274.43,3266.88,1288.87,8808.19,0.0,0.86,False,0.0
2018-W20,construction_tools_safety,7,1548.89,193.61,0,2696.17,3399.41,1288.87,9494.99,0.0,-0.34,False,0.0
2018-W21,construction_tools_safety,6,3247.94,541.32,0,2656.45,3412.32,1258.9,9481.09,0.0,0.17,False,0.0
2018-W22,construction_tools_safety,2,470.2,235.1,0,1783.5,1620.36,1258.9,5024.22,0.0,-0.81,False,0.0
2018-W23,construction_tools_safety,3,207.53,51.88,0,1721.16,1665.15,1215.4,5051.46,0.0,-0.91,False,0.0
2018-W24,construction_tools_safety,4,805.57,201.39,0,1733.78,1651.49,1215.4,5036.76,0.0,-0.56,False,0.0
2018-W25,construction_tools_safety,3,746.56,248.85,0,1724.24,1657.32,1182.56,5038.89,0.0,-0.59,False,0.0
2018-W26,construction_tools_safety,3,262.0,87.33,0,1715.53,1662.95,1177.23,5041.43,0.0,-0.87,False,0.0
2018-W27,construction_tools_safety,2,222.64,111.32,0,1547.18,1741.61,776.06,5030.4,0.0,-0.76,False,0.0
2018-W28,construction_tools_safety,1,114.79,114.79,0,938.92,1034.02,608.38,3006.95,0.0,-0.8,False,0.0
2018-W29,construction_tools_safety,7,1313.71,187.67,0,759.65,1037.47,366.1,2834.59,0.0,0.53,False,0.0
2018-W30,construction_tools_safety,2,169.97,84.98,0,517.88,410.94,366.1,1339.76,0.0,-0.85,False,0.0
2018-W31,construction_tools_safety,7,1660.6,184.51,1,480.35,429.22,242.32,1338.79,0.0,2.75,True,0.0
2018-W32,construction_tools_safety,5,1930.23,321.7,0,661.98,578.7,504.28,1819.38,0.0,2.19,True,0.0
2018-W33,construction_tools_safety,8,1665.32,208.16,0,802.56,734.26,504.28,2271.09,0.0,1.17,False,0.0
2018-W34,construction_tools_safety,4,704.4,140.88,0,917.41,793.7,787.86,2504.8,0.0,-0.27,False,0.0
2016-W40,cool_stuff,8,1335.41,166.93,0,,,,,,,False,
2017-W01,cool_stuff,1,1693.04,846.52,0,,,,,,,False,
2017-W02,cool_stuff,3,614.0,204.67,0,,,,,,,False,
2017-W03,cool_stuff,5,2313.96,385.66,0,,,,,,,False,
2017-W04,cool_stuff,18,6849.51,285.4,0,1489.1,709.79,1514.22,2908.68,69.52,7.55,True,0.0
2017-W05,cool_stuff,21,4543.2,189.3,0,2561.18,2474.8,1693.04,7510.79,0.0,0.8,False,0.0
2017-W06,cool_stuff,18,4019.3,191.4,0,2891.52,2356.79,2003.5,7605.1,0.0,0.48,False,0.0
2017-W07,cool_stuff,17,2426.0,142.71,0,3052.63,2193.26,2313.96,7439.16,0.0,-0.29,False,0.0
2017-W08,cool_stuff,13,3084.23,237.25,0,2974.3,2042.62,2369.98,7059.54,0.0,0.05,False,0.0
2017-W09,cool_stuff,22,6469.14,202.16,0,3192.9,1932.79,2755.12,7058.49,0.0,1.7,False,0.0
2017-W10,cool_stuff,28,5137.76,177.16,0,3789.92,2130.81,3551.77,8051.54,0.0,0.63,False,0.0
2017-W11,cool_stuff,29,5630.47,194.15,0,4355.39,1730.18,4281.25,7815.75,895.02,0.74,False,0.0
2017-W12,cool_stuff,29,5642.46,182.01,1,4769.95,1560.14,4840.48,7890.23,1649.67,0.56,False,0.0
2017-W13,cool_stuff,23,5884.93,245.21,0,4619.07,1378.03,4840.48,7375.14,1863.0,0.92,False,0.0
2017-W14,cool_stuff,28,5229.07,141.33,1,4786.79,1447.38,5384.12,7681.55,1892.02,0.31,False,0.0
2017-W15,cool_stuff,31,5698.03,183.81,0,4938.01,1418.66,5429.77,7775.32,2100.7,0.54,False,0.0
2017-W16,cool_stuff,23,5754.95,230.2,0,5347.01,1001.23,5636.46,7349.48,3344.55,0.41,False,0.0
2017-W17,cool_stuff,32,5701.76,178.18,0,5680.85,409.16,5670.24,6499.18,4862.53,0.05,False,0.0
2017-W18,cool_stuff,44,8285.38,172.61,0,5584.93,261.13,5670.24,6107.19,5062.67,10.34,True,0.0
2017-W19,cool_stuff,55,8459.12,151.06,0,5978.38,951.04,5699.9,7880.47,4076.3,2.61,True,0.0
2017-W20,cool_stuff,65,12676.41,156.5,0,6331.96,1274.15,5728.36,8880.27,3783.66,4.98,True,0.0
2017-W21,cool_stuff,45,8894.72,181.52,0,7211.21,2534.23,5819.94,12279.67,2142.74,0.66,False,0.0
2017-W22,cool_stuff,57,12327.31,192.61,1,7587.43,2532.62,7020.16,12652.67,2522.19,1.87,False,0.0
2017-W23,cool_stuff,42,9588.06,217.91,0,8474.71,2815.91,8372.25,14106.54,2842.88,0.4,False,0.0
2017-W24,cool_stuff,49,7795.93,136.77,0,8960.96,2595.15,8676.92,14151.27,3770.66,-0.45,False,0.0
2017-W25,cool_stuff,40,10905.1,265.98,0,9216.09,2320.77,8676.92,13857.62,4574.55,0.73,False,0.0
2017-W26,cool_stuff,54,11543.2,164.9,0,9866.5,1882.99,9241.39,13632.49,6100.52,0.89,False,0.0
2017-W27,cool_stuff,54,12061.38,211.6,0,10273.73,1844.08,10246.58,13961.89,6585.58,0.97,False,0.0
2017-W28,cool_stuff,61,11003.66,174.66,0,10724.01,1776.24,11224.15,14276.49,7171.53,0.16,False,0.0
2017-W29,cool_stuff,50,8586.92,159.02,0,10514.92,1603.65,10954.38,13722.21,7307.63,-1.2,False,0.0
2017-W30,cool_stuff,34,7467.95,191.49,0,10476.44,1651.06,10954.38,13778.57,7174.32,-1.82,False,0.0
2017-W31,cool_stuff,57,11119.62,163.52,0,9869.03,1762.94,10246.58,13394.91,6343.14,0.71,False,0.0
2017-W32,cool_stuff,67,15473.01,209.09,0,10060.47,1810.59,10954.38,13681.64,6439.3,2.99,True,0.0
2017-W33,cool_stuff,53,11591.49,203.36,2,11020.1,2382.91,11061.64,15785.93,6254.28,0.24,False,0.0
2017-W34,cool_stuff,46,12690.76,226.62,0,11105.9,2390.52,11331.41,15886.95,6324.86,0.66,False,0.0
2017-W35,cool_stuff,42,10266.1,218.43,0,11249.35,2454.1,11355.56,16157.54,6341.16,-0.4,False,0.0
2017-W36,cool_stuff,42,7700.99,179.09,0,11024.94,2451.32,11061.64,15927.57,6122.31,-1.36,False,0.0
2017-W37,cool_stuff,48,10860.46,212.95,1,10612.11,2718.91,10692.86,16049.93,5174.28,0.09,False,0.0
2017-W38,cool_stuff,44,11620.16,247.24,1,10896.3,2592.89,10990.04,16082.08,5710.52,0.28,False,0.0
2017-W39,cool_stuff,54,11257.99,190.81,0,11415.32,2193.39,11355.56,15802.11,7028.53,-0.07,False,0.0
2017-W40,cool_stuff,51,9938.35,191.12,0,11432.62,2191.27,11424.74,15815.17,7050.07,-0.68,False,0.0
2017-W41,cool_stuff,60,11953.57,186.77,1,10740.79,1497.18,11059.22,13735.14,7746.43,0.81,False,0.0
2017-W42,cool_stuff,62,13549.79,211.72,0,10786.05,1531.65,11059.22,13849.34,7722.76,1.8,False,0.0
2017-W43,cool_stuff,52,13726.67,225.03,0,10893.43,1704.6,11059.22,14302.63,7484.22,1.66,False,0.0
2017-W44,cool_stuff,54,18085.97,301.43,1,11326.0,1944.83,11439.08,15215.65,7436.34,3.48,True,0.0
2017-W45,cool_stuff,63,13976.42,208.6,0,12624.12,2550.97,11786.86,17726.05,7522.19,0.53,False,0.0
2017-W46,cool_stuff,56,12931.07,211.98,0,13013.62,2480.11,12751.68,17973.83,8053.4,-0.03,False,0.0
2017-W47,cool_stuff,90,23262.54,244.87,0,13177.48,2417.4,13240.43,18012.29,8342.67,4.17,True,0.0
2017-W48,cool_stuff,68,11361.0,151.48,0,14678.05,4156.19,13638.23,22990.42,6365.67,-0.8,False,0.0
