year_week,seller_state,orders_count,weekly_revenue,cancellations
2018-W09,DF,15,1832.45,0
2018-W09,MA,5,998.14,0
2018-W09,GO,7,915.56,0
2018-W09,BA,4,600.07,0
2018-W09,MT,3,434.12,0
2018-W09,CE,1,217.67,0
2018-W09,ES,2,205.33,0
2018-W10,SP,1207,259093.12,5
2018-W10,PR,137,28265.51,1
2018-W10,SC,74,20566.5,0
2018-W10,RJ,67,16307.39,0
2018-W10,MG,74,10974.1,0
2018-W10,PE,20,6713.61,0
2018-W10,RS,22,4549.32,0
2018-W10,PB,2,1610.3,0
2018-W10,GO,11,1560.51,0
2018-W10,BA,1,1069.22,0
2018-W10,MA,6,939.22,0
2018-W10,DF,10,773.84,0
2018-W10,MT,4,720.0,0
2018-W10,ES,5,469.89,0
2018-W10,RN,1,111.53,0
2018-W10,RO,1,103.47,0
2018-W11,SP,1193,221176.97,2
2018-W11,PR,112,25844.4,0
2018-W11,MG,95,22153.44,0
2018-W11,RJ,75,19353.55,0
2018-W11,SC,48,11259.52,0
2018-W11,RS,25,9734.62,0
2018-W11,DF,17,1876.3,0
2018-W11,GO,10,1352.98,0
2018-W11,PE,7,1244.68,0
2018-W11,ES,6,1028.31,0
2018-W11,PB,1,764.92,0
2018-W11,MA,4,350.09,0
2018-W11,PI,1,315.08,0
2018-W11,CE,1,173.49,0
2018-W11,MT,1,171.22,0
2018-W11,BA,1,104.9,0
2018-W12,SP,1297,228468.43,4
2018-W12,MG,100,41996.59,0
2018-W12,PR,136,26829.22,0
2018-W12,RJ,64,23396.8,0
2018-W12,SC,56,11727.49,0
2018-W12,RS,30,7475.72,0
2018-W12,PE,8,2844.62,0
2018-W12,ES,3,1464.86,0
2018-W12,DF,8,1317.2,0
2018-W12,MA,9,934.5,0
2018-W12,GO,6,843.6,0
2018-W12,RN,2,534.43,0
2018-W12,BA,3,460.47,0
2018-W12,MT,2,425.48,0
2018-W12,CE,2,254.3,0
2018-W13,SP,1082,223900.84,4
2018-W13,PR,119,26112.67,1
2018-W13,MG,97,18753.03,0
2018-W13,RJ,60,15054.3,0
2018-W13,SC,40,7069.18,0
2018-W13,RS,20,4995.6,0
2018-W13,ES,4,3674.83,0
2018-W13,DF,13,2780.33,0
2018-W13,PE,10,2397.62,0
2018-W13,MA,17,1961.8,0
2018-W13,BA,5,947.71,0
2018-W13,MT,4,575.33,0
2018-W13,GO,4,518.26,0
2018-W14,SP,1192,231975.16,2
2018-W14,PR,126,41408.54,0
2018-W14,RJ,75,18962.59,0
2018-W14,MG,98,18029.02,0
2018-W14,SC,35,7130.62,0
2018-W14,RS,34,6869.41,0
2018-W14,PE,13,4685.71,0
2018-W14,GO,9,2072.14,0
2018-W14,DF,8,1495.76,0
2018-W14,ES,6,1050.2,0
2018-W14,BA,2,943.56,0
2018-W14,MT,2,507.82,0
2018-W15,SP,1153,229381.01,5
2018-W15,PR,146,41998.94,0
2018-W15,RJ,67,23329.55,0
2018-W15,MG,92,16641.09,0
2018-W15,SC,41,14118.53,0
2018-W15,RS,31,7809.98,0
2018-W15,PE,5,2554.08,0
2018-W15,ES,6,1864.08,0
2018-W15,BA,5,1687.23,0
2018-W15,DF,6,1048.97,0
2018-W15,CE,2,749.96,0
2018-W15,GO,3,377.64,0
2018-W15,MT,2,282.29,0
2018-W15,MS,1,201.13,0
2018-W15,MA,2,160.36,0
2018-W15,RN,1,55.75,0
2018-W16,SP,1224,274618.96,3
2018-W16,PR,115,26659.94,1
2018-W16,MG,115,20177.6,0
2018-W16,RJ,72,18418.64,0
2018-W16,SC,56,12519.11,0
2018-W16,BA,7,5439.21,0
2018-W16,RS,31,5301.43,0
2018-W16,DF,13,2629.94,0
2018-W16,PE,9,1607.21,0
2018-W16,GO,8,974.71,0
2018-W16,MA,9,936.27,0
2018-W16,MT,2,257.26,0
2018-W16,ES,1,69.85,0
2018-W17,SP,1216,235024.38,6
2018-W17,PR,120,28020.44,0
2018-W17,MG,124,24025.18,1
2018-W17,RJ,74,14486.58,0
2018-W17,SC,43,12624.83,0
2018-W17,RS,28,5001.88,0
2018-W17,BA,3,3372.78,0
2018-W17,PE,14,3147.15,0
2018-W17,MA,21,2469.25,0
2018-W17,GO,8,1256.33,0
2018-W17,DF,16,1184.74,0
2018-W17,CE,1,629.27,0
2018-W17,PI,1,323.15,0
2018-W17,MT,2,267.76,0
2018-W17,ES,1,164.91,0
2018-W18,SP,1304,248655.63,3
2018-W18,PR,121,27418.94,0
2018-W18,RJ,72,20515.29,0
2018-W18,MG,106,16450.42,0
2018-W18,SC,45,13348.28,1
2018-W18,MA,35,4659.63,0
2018-W18,RS,22,4385.06,0
2018-W18,PE,14,2703.15,0
2018-W18,DF,10,1866.48,0
2018-W18,GO,6,828.2,0
2018-W18,ES,4,550.3,0
2018-W18,CE,2,531.64,0
2018-W18,BA,4,490.44,0
2018-W18,MT,2,272.09,0
2018-W19,SP,1386,293147.59,6
2018-W19,PR,129,32215.6,0
2018-W19,RJ,120,24476.73,0
2018-W19,SC,65,23274.03,2
2018-W19,MG,129,21785.54,0
2018-W19,RS,34,15349.88,0
2018-W19,PE,16,9544.84,0
2018-W19,BA,3,8019.25,0
2018-W19,MA,34,3758.54,0
2018-W19,GO,14,2952.44,0
2018-W19,DF,17,2625.19,0
2018-W19,PB,1,706.19,0
2018-W19,CE,1,703.81,0
2018-W19,ES,3,347.43,0
2018-W19,MS,2,271.65,0
2018-W20,SP,1362,275640.85,6
2018-W20,PR,98,26329.0,0
2018-W20,MG,143,25368.76,0
2018-W20,RJ,86,20276.84,0
2018-W20,SC,56,14675.41,0
2018-W20,RS,38,10124.38,0
2018-W20,PE,20,4146.09,0
2018-W20,GO,7,3018.87,0
2018-W20,BA,4,1622.12,0
2018-W20,PB,2,836.71,0
2018-W20,ES,4,621.89,0
2018-W20,DF,9,527.18,0
2018-W20,CE,1,491.84,0
2018-W20,MT,2,362.55,0
2018-W20,PI,1,131.56,0
2018-W21,SP,713,142901.26,7
2018-W21,GO,5,19492.92,0
2018-W21,RJ,49,15095.31,0
2018-W21,PR,58,13098.91,0
2018-W21,MG,60,9029.87,0
2018-W21,RS,22,6007.73,0
2018-W21,PE,14,4083.33,0
2018-W21,SC,18,3349.87,0
2018-W21,ES,1,1430.91,0
2018-W21,DF,4,414.27,0
2018-W21,MA,2,242.36,0
2018-W21,MS,1,161.46,0
2018-W22,SP,787,164246.8,2
2018-W22,RJ,64,27487.47,0
2018-W22,RS,20,22172.35,0
2018-W22,PR,65,19892.71,0
2018-W22,MG,68,16075.88,0
2018-W22,SC,39,12728.98,0
2018-W22,PE,9,4172.51,0
2018-W22,ES,2,1703.99,0
2018-W22,MA,12,1518.09,0
2018-W22,GO,4,663.92,0
2018-W22,DF,6,607.99,0
2018-W22,CE,1,472.72,0
2018-W23,SP,980,200334.9,2
2018-W23,PR,104,31971.52,0
2018-W23,RJ,95,23300.98,0
2018-W23,MG,108,22046.16,0
2018-W23,SC,62,11683.81,0
2018-W23,RS,25,5910.74,0
2018-W23,PE,13,5831.03,0
2018-W23,MA,28,4063.04,0
2018-W23,GO,7,1243.21,0
2018-W23,DF,9,1157.63,0
2018-W23,BA,2,366.1,0
2018-W23,ES,2,193.7,0
2018-W23,MT,1,90.77,0
2018-W23,PB,1,69.22,0
2018-W24,SP,1068,200722.35,1
2018-W24,MG,134,34347.33,1
2018-W24,PR,95,24563.01,0
2018-W24,RJ,93,23815.03,0
2018-W24,SC,45,9277.53,0
2018-W24,RS,29,8951.7,0
2018-W24,PE,7,3235.24,0
2018-W24,ES,5,2305.47,0
2018-W24,MA,11,1357.63,0
2018-W24,CE,2,1005.36,0
2018-W24,MT,5,1004.79,0
2018-W24,DF,11,862.65,0
2018-W24,GO,5,811.06,0
2018-W24,BA,2,727.77,0
2018-W25,SP,1046,170588.63,4
2018-W25,PR,99,30811.45,1
2018-W25,RJ,75,19908.39,0
2018-W25,MG,93,15814.73,1
2018-W25,SC,49,13178.53,0
2018-W25,RS,31,9293.64,0
2018-W25,BA,3,5808.41,0
2018-W25,MA,22,3172.68,0
2018-W25,DF,9,2366.3,0
2018-W25,ES,6,2076.7,0
2018-W25,PE,8,1599.22,0
2018-W25,GO,8,1332.9,0
2018-W25,CE,2,1094.3,0
2018-W25,MT,2,452.92,0
2018-W25,MS,1,211.07,0
2018-W26,SP,941,176776.5,4
2018-W26,PR,116,27955.92,0
2018-W26,MG,124,24251.38,4
2018-W26,RJ,64,10805.36,0
2018-W26,SC,55,9849.28,0
2018-W26,RS,30,9577.27,0
2018-W26,DF,11,3433.54,0
2018-W26,PE,6,2779.15,0
2018-W26,BA,8,2478.12,0
2018-W26,MA,17,2381.11,0
2018-W26,GO,6,2107.57,0
2018-W26,CE,3,1098.94,0
2018-W26,MT,2,716.82,0
2018-W26,ES,2,480.12,0
2018-W26,PB,3,433.62,0
2018-W27,SP,832,175249.48,7
2018-W27,PR,98,22789.62,0
2018-W27,MG,77,14337.86,3
2018-W27,SC,51,12921.06,0
2018-W27,RJ,58,8761.94,0
2018-W27,MA,28,3554.89,0
2018-W27,RS,23,2598.83,0
2018-W27,GO,7,2072.32,0
2018-W27,BA,3,1511.65,0
2018-W27,ES,4,717.02,0
2018-W27,DF,7,578.86,0
2018-W27,PE,3,553.9,0
2018-W27,CE,2,549.49,0
2018-W28,SP,648,129903.63,8
2018-W28,PR,81,18805.03,0
2018-W28,SC,39,13348.11,0
2018-W28,RJ,45,12746.48,0
2018-W28,MG,70,11846.86,0
2018-W28,RS,50,10974.94,1
2018-W28,MA,25,4853.27,0
2018-W28,BA,5,2538.55,0
2018-W28,DF,10,1720.03,0
2018-W28,CE,3,1611.13,0
2018-W28,PE,6,1190.53,0
2018-W28,GO,3,917.74,0
2018-W28,ES,2,576.95,0
2018-W28,PB,1,186.16,0
2018-W28,PI,1,94.65,0
2018-W29,SP,1155,196333.29,7
2018-W29,PR,122,32550.64,6
2018-W29,MG,124,25019.33,0
2018-W29,RJ,84,18729.62,0
2018-W29,SC,59,16857.02,0
2018-W29,RS,51,13503.77,0
2018-W29,PE,13,4295.84,0
2018-W29,MA,19,2527.46,0
2018-W29,DF,18,2184.49,0
2018-W29,BA,8,1867.85,0
2018-W29,GO,9,1108.11,0
2018-W29,PB,1,697.23,0
2018-W29,ES,2,532.17,0
2018-W29,CE,2,417.76,0
2018-W29,SE,2,363.96,0
2018-W29,MS,1,336.67,0
2018-W29,MT,1,218.62,0
2018-W29,RN,1,41.98,0
2018-W30,SP,1130,217081.93,21
2018-W30,PR,142,42168.21,0
2018-W30,MG,115,21865.0,0
2018-W30,RJ,82,21414.39,1
2018-W30,SC,59,20396.36,4
2018-W30,RS,49,15643.61,0
2018-W30,PE,9,5671.06,0
2018-W30,BA,14,3949.57,0
2018-W30,DF,15,1527.38,0
2018-W30,GO,8,1438.93,0
2018-W30,CE,2,775.72,0
2018-W30,ES,2,304.41,0
2018-W30,MT,3,289.5,0
2018-W30,PB,1,172.76,0
2018-W31,SP,1370,233979.69,38
2018-W31,RJ,125,29650.37,2
2018-W31,PR,175,28811.81,0
2018-W31,MG,145,24419.07,4
2018-W31,SC,81,23384.81,1
2018-W31,RS,52,16202.9,0
2018-W31,BA,27,10682.21,0
2018-W31,PE,13,5966.99,0
2018-W31,ES,6,2766.6,0
2018-W31,GO,17,2243.16,0
2018-W31,DF,12,1695.14,0
2018-W31,CE,2,1145.67,0
2018-W31,RN,2,800.56,0
2018-W31,MA,6,676.08,0
2018-W31,PB,2,461.28,0
2018-W31,MS,2,320.67,0
2018-W31,MT,2,217.51,0
2018-W32,SP,1354,241098.79,26
2018-W32,PR,154,42000.89,0
2018-W32,BA,34,37782.48,0
2018-W32,MG,127,26798.94,2
2018-W32,SC,77,23415.92,5
2018-W32,RJ,114,23396.06,3
2018-W32,RS,41,16148.68,0
2018-W32,MA,20,2986.93,0
2018-W32,GO,13,2732.59,0
2018-W32,DF,17,2479.22,0
2018-W32,PE,5,972.63,0
2018-W32,ES,4,737.37,0
2018-W32,CE,4,626.69,0
2018-W32,MT,2,507.31,0
2018-W32,PB,1,122.42,0
2018-W33,SP,1302,212221.43,25
2018-W33,RJ,110,29338.85,0
2018-W33,PR,129,23675.09,0
2018-W33,MG,122,18512.09,2
2018-W33,RS,53,10738.2,0
2018-W33,PE,10,8043.4,0
2018-W33,SC,41,6697.8,0
2018-W33,MA,33,4538.85,0
2018-W33,BA,11,4234.61,0
2018-W33,DF,21,2955.76,0
2018-W33,GO,10,1591.33,0
2018-W33,ES,6,1213.4,0
2018-W33,CE,2,990.28,0
2018-W33,MT,2,373.74,0
2018-W33,MS,1,119.64,0
2018-W33,PB,1,111.15,0
2018-W34,SP,815,119331.82,10
2018-W34,SC,42,10949.25,1
2018-W34,PR,63,10145.51,0
2018-W34,MG,65,9634.5,0
2018-W34,RJ,38,7333.85,0
2018-W34,RS,20,4696.75,0
2018-W34,BA,2,2965.5,0
2018-W34,PB,1,882.87,0
2018-W34,GO,5,814.54,0
2018-W34,MA,7,682.61,0
2018-W34,DF,5,639.89,0
2018-W34,PI,1,320.76,0
2018-W34,PE,1,195.61,0
2018-W34,RN,2,88.56,0
2018-W35,SP,99,10315.02,2
2018-W35,PR,5,1413.77,0
2018-W35,MG,4,699.53,0
2018-W35,RJ,4,492.59,0
2018-W35,SC,2,403.5,0
2018-W35,RS,2,185.48,0
2018-W36,SP,1,166.46,0
